sentence|category
Tom was surprised by how small the baby was.|2
Tom was surprised that Mary hadn't done that.|1
Tom was surprised to hear Mary had gotten married.|2
Tom was very broke.|1
Tom is waiting in front of the school.|1
Tom has been waiting a long time.|1
Tom is waiting for Mary in Boston.|1
Tom was waiting at home for Mary.|1
Tom was waiting in his house.|1
Tom is waiting for Mary to arrive.|1
Tom is waiting for someone else to do it for him.|2
Tom was proud of Mary.|1
Tom was so small he could sleep in a drawer.|2
Tom was foolish enough to tell Mary that.|1
Tom was aware of the gravity of the situation.|2
Tom was aware of the difficulties.|1
Tom certainly knew that what he was doing was illegal.|2
Tom was really loud.|1
Tom was very good.|1
Tom was already dead when he hanged himself.|1
Tom was shocked when that happened.|1
Tom was kind of quiet.|1
Tom was a French teacher for only three years.|2
Tom warned Mary about John.|1
Tom was still alive.|1
Tom was not far from me.|1
Tom wasn't very pleased.|1
Tom wasn't quite up to speed.|1
Tom wasn't the one who helped Mary.|1
Tom wasn't the one who helped Mary.|1
Tom wasn't the one who drove Mary home.|1
Tom wasn't the one who Mary helped.|1
Tom wasn't the one who Mary helped.|1
Tom warmed himself by the fire.|1
Tom wasn't satisfied with the pay he was getting.|2
Tom went to the library every day last week.|2
Tom was in Boston last week, wasn't he?|1
Tom went to a conference last week.|1
Tom was in the attic just a while ago.|2
Tom wasn't a church-going man.|1
Tom wasn't much help.|1
Tom was in church.|1
Tom was in the classroom when I left.|1
Tom was at Mary's house all day today.|1
Tom slung the towel over his shoulder.|1
Tom used to be a famous singer.|1
Tom used to be conceited.|1
Tom was glad to find Mary alone.|1
Tom threw the ball to me, but I couldn't catch it.|2
Tom threw a pillow at Mary and the pillow hit her squarely in the face.|2
Tom glanced at the clock.|1
Tom died almost instantly.|1
Tom would be hurt if you said that.|1
Tom would've been very proud of you.|1
Tom was one of the victims.|1
Tom was a monster.|1
Tom was a sickly child and was mollycoddled by his parents.|2
Tom has been to Boston a number of times.|2
Tom was one of my best students.|1
Tom was a mess.|1
Tom was a little disappointed.|1
Tom was an Eagle Scout.|1
Tom almost got caught.|1
Tom almost got away with it.|1
Tom was never seen again alive.|1
Tom was the first one to recognize Mary's musical talent.|2
Tom was the first person the police arrested.|1
Tom was the only man Mary ever loved.|1
Tom was the only one who knew where Mary lived.|2
Tom was the only one who wasn't killed.|1
Tom was the only applicant for the job.|1
Tom was the only one drunk at the party.|2
Tom was home all day.|1
Tom was definitely busy.|1
Tom was away from home at that time.|1
Tom was still a bachelor at that time.|1
Tom was just a little boy at that time.|2
Tom was with Mary when her purse was stolen.|2
Tom was probably just tired.|1
Tom was willing to do what we wanted him to do.|2
Tom was willing to try anything.|1
Tom spoke to a career advisor.|1
Tom was at a family reunion.|1
Tom was in the kyudo club when he was in high school.|2
Tom was very shy when he was a kid.|2
Tom was very shy when he was a child.|2
Tom was timid when he was a child.|1
Tom had a massive crush on the girl next door when he was a kid.|2
Tom was absolutely sure of himself.|1
Tom sighed and turned away.|1
Tom spent the whole day hiking.|1
Tom tried a new hairstyle.|1
Tom grimaced bravely.|1
Tom doesn't know the difference between Monaco and Munich.|2
Tom was stealing stuff from the store where he worked.|2
Tom is confident of his ability.|1
Tom didn't trust Mary as much as she trusted him.|2
Tom dreams his days away.|1
Tom postponed his trip to Boston.|1
Tom is trying not to get in anybody's way.|2
Tom tried to cover his tracks.|1
Tom tried to blame me for everything.|1
Tom tried to intimidate Mary.|1
Tom tried to get Mary to help John.|1
Tom tried to sneak into the nightclub.|1
Tom tried to force the puzzle pieces to fit together.|2
Tom is trying to get custody of his sister's children.|2
Tom doesn't get along with his sisters.|1
Tom understands French but doesn't speak it.|1
Tom hid in the barn.|1
Tom hid in the shed.|1
Tom hid behind the shower curtain.|1
Tom promised me that he'd do that before he went home.|2
Tom almost spilled his coffee.|1
Tom is being most uncooperative.|1
Tom told me why he didn't want to go.|2
Tom locked all the doors and windows.|1
Tom didn't like to travel, but Mary did, so he ended up traveling a lot.|2
Tom is leaving on a trip on Friday.|1
Tom is mixing flour with sugar.|1
Tom has left his family.|1
Tom abandoned his family.|1
Tom left the library at 2:30.|1
Tom left the office without even saying goodbye.|1
Tom always gets lost if he doesn't carry a map.|2
Tom asked me to stop imitating him.|1
Tom is hiding something from me, too.|1
Tom is acting strange.|1
Tom forgot to say thank you.|1
Tom forgot to tell Mary about the party.|1
Tom worked hard to achieve his goals.|1
Tom always gets lost.|1
Tom is making money off us.|1
Tom spends too much time in front of the TV.|2
Tom spent the night in jail.|1
Tom spent the day in his room.|1
Tom put a bandage on Mary's cut.|1
Tom processes things differently than we do.|1
Tom is saying goodbye to Mary.|1
Tom signed the check.|1
Tom teaches French in Boston.|1
Tom and his dog spent the day looking for survivors.|2
Tom and his girlfriend got engaged.|1
Tom and his friends are outside.|1
Tom and his wife are from Australia.|1
Tom and his brother look quite similar.|1
Tom and only Tom knows the whole truth.|1
Tom and Mary both don't understand French at all.|2
Tom and Mary were standing close to each other.|2
Tom and Mary? No idea who they are.|1
Tom and Mary? I don't know them.|1
Tom and Mary have two children, John and Alice.|2
Tom and Mary both lied.|1
Tom and Mary put on their fursuits and turned into Ryō and Rin, a dog and a vixen.|2
Tom and Mary were interrogated separately.|1
Tom and Mary realized they barely had enough time to do what needed to be done.|2
Tom and Mary are planning to come next year.|2
Tom and Mary are planning to get married in October.|2
Tom and Mary are going to give it a try.|2
Tom and Mary live together, even though they're just friends.|2
Tom and Mary live in a house by the river.|2
Tom and Mary live in a treehouse.|1
Tom and Mary took turns with the driving.|1
Tom and Mary are hiding in the basement.|1
Tom and Mary are hiding in the garden.|1
Tom and Mary are late.|1
Tom and Maria disguised themselves as squirrels.|1
Tom and Mary told John that they were very hungry.|2
Tom and Mary hugged each other and kissed each other's cheeks.|2
Tom and Mary both sipped their tea.|1
Tom and Mary are both wearing brown hats.|1
Tom and Mary told John that they believed what Alice said.|2
Tom and Mary are looking for you.|1
Tom and Mary are arguing about who is the best prankster of the two.|2
Tom and Mary clinked glasses and sipped the champagne.|2
Tom and Mary speak French well.|1
Tom and Mary were playing cards.|1
Tom and Mary played checkers.|1
Tom and Mary are sitting in the beer garden.|2
Tom and Mary grew up together.|1
Tom and Mary are on bad terms.|1
Tom and Mary have been friends since elementary school.|2
Tom and Mary haven't been married long.|1
Tom and Mary aren't together anymore.|1
Tom and Mary are retired.|1
Tom and Mary are on the same team.|1
Tom and Mary flew to Boston yesterday.|1
Tom and Mary sing really well together.|1
Tom and Mary both have black hair.|1
Tom and Mary are both thirty.|1
Tom and Mary both look up.|1
Tom and Mary enjoy swimming together.|1
Tom and Mary were walking down the path with fishing poles slung over their shoulders.|2
Tom and Mary seemed to be very happy to see each other again.|2
Tom and Mary seem to be in good health.|2
Tom and Mary seem to be done arguing.|1
Tom and Mary seem to be in good health.|2
Tom and Mary looked embarrassed when John caught them kissing.|2
Tom and Mary sat on a park bench.|1
Tom and Mary watched a documentary about penguins.|1
Tom and Mary told me that they've seen that movie three times.|2
Tom and Mary said that they were afraid.|1
Tom and Mary told me they were mistaken.|1
Tom and Mary told John that they were ready.|2
Tom and Mary told John they weren't married.|1
Tom and Mary told John that they thought Alice wasn't jealous.|2
Tom and Mary told John that they didn't think Alice was tired.|2
Tom and Mary told John that they didn't think Alice was right.|2
Tom and Mary told John that they didn't think Alice was honest.|2
Tom and Mary told John that they thought Alice wasn't hungry.|2
Tom and Mary told John that they thought Alice wasn't afraid.|2
Tom and Mary told John they weren't married.|1
Tom and Mary told John that they didn't think Alice was busy.|2
Tom and Mary told John that they didn't think Alice was doing that.|2
Tom and Mary told John that they didn't think Alice was alone.|2
Tom and Mary told John that they thought he was a pretty good dancer.|2
Tom and Mary told John that they thought Alice would be reluctant to do that.|2
Tom and Mary told John that they thought Alice was bossy.|2
Tom and Mary told John that they were discouraged.|2
Tom and Mary told John that they were OK.|2
Tom and Mary told John that Alice was their best friend.|2
Tom and Mary told John that they didn't think Alice was suspicious.|2
Tom and Mary like cycling.|1
Tom and Mary like biking.|1
Tom and Mary took turns taking care of John.|2
Tom and Mary were engaged in friendly banter.|1
Tom and Mary engaged in friendly banter.|1
Tom and Mary rented a house by the sea.|2
Tom and Mary said they were glad that they did that.|2
Tom and Mary are in the kitchen making themselves something to eat.|2
Tom and Mary don't know each other.|1
Tom and Mary stopped and picked up a hitchhiker.|2
Tom and Mary booked a room with two beds, but when they arrived at the hotel, there was only one bed.|3
Tom and Mary were worried about getting caught by the police.|2
