sentence|category
Tom versucht, das Sorgerecht für die Kinder seiner Schwester zu erlangen.|2
Tom versteht sich mit seinen Schwestern nicht.|1
Tom versteht Französisch, spricht’s aber nicht.|1
Tom versteckte sich in der Scheune.|1
Tom versteckte sich im Schuppen.|1
Tom versteckte sich hinter dem Duschvorhang.|1
Tom versprach mir, dass er das täte, bevor er nach Hause ginge.|2
Tom verschüttete beinahe seinen Kaffee.|1
Tom verschließt sich jeglicher Mitarbeit.|1
Tom verriet mir, warum er nicht gehen wollte.|1
Tom verriegelte alle Türen und Fenster.|1
Tom verreiste nicht gern, Maria schon. So kam es, dass er letztlich doch viel auf Reisen war.|2
Tom verreist am Freitag.|1
Tom vermischt Mehl mit Zucker.|1
Tom verließ seine Familie.|1
Tom verließ seine Familie.|1
Tom verließ die Bibliothek um halb drei.|1
Tom verließ das Büro, ohne auch nur auf Wiedersehen zu sagen.|2
Tom verläuft sich jedes Mal, wenn er keine Karte dabei hat.|2
Tom verlangte, ich solle aufhören, ihn nachzumachen.|1
Tom verheimlicht mir auch etwas.|1
Tom verhält sich merkwürdig.|1
Tom vergaß, sich zu bedanken.|1
Tom vergaß, Mary von der Party zu erzählen.|1
Tom verfolgte fleißig seine Ziele.|1
Tom verfährt sich jedes Mal.|1
Tom verdient an uns.|1
Tom verbringt zu viel Zeit vor dem Fernseher.|1
Tom verbrachte die Nacht im Gefängnis.|1
Tom verbrachte den Tag auf seinem Zimmer.|1
Tom verband Marias Schnittwunde.|1
Tom verarbeitet vieles anders als wir.|1
Tom verabschiedet sich von Maria.|1
Tom unterschrieb den Scheck.|1
Tom unterrichtet in Boston Französisch.|1
Tom und sein Hund haben den ganzen Tag nach Überlebenden gesucht.|2
Tom und seine Freundin haben sich verlobt.|1
Tom und seine Freunde sind draußen.|1
Tom und seine Frau kommen aus Australien.|1
Tom und sein Bruder sehen sich ziemlich ähnlich.|1
Tom, und nur Tom, kennt die Wahrheit.|1
Tom und Mary verstehen beide gar kein Französisch.|1
Tom und Mary standen nahe beieinander.|1
Tom und Mary? Kenne ich nicht.|1
Tom und Mary? Kenne ich nicht.|1
Tom und Mary haben zwei Kinder, John und Alice.|2
Tom und Marie haben beide gelogen.|1
Tom und Maria zogen sich ihre Fellwesenanzüge an und wurden zu Ryō und Rin, einem Hund und einer Füchsin.|2
Tom und Maria wurden einzeln befragt.|1
Tom und Maria wurde klar, dass sie kaum genug Zeit hatten, das Nötigste zu erledigen.|2
Tom und Maria wollen nächstes Jahr kommen.|1
Tom und Maria wollen im Oktober heiraten.|1
Tom und Maria wollen es versuchen.|1
Tom und Maria wohnen zusammen, wenngleich sie nur befreundet sind.|2
Tom und Maria wohnen in einem Haus am Fluss.|2
Tom und Maria wohnen in einem Baumhaus.|1
Tom und Maria wechselten sich beim Fahren ab.|1
Tom und Maria verstecken sich im Keller.|1
Tom und Maria verstecken sich im Garten.|1
Tom und Maria verspäten sich.|1
Tom und Maria verkleideten sich als Eichhörnchen.|1
Tom und Maria unterrichteten Johannes davon, dass sie großen Hunger hätten.|2
Tom und Maria umarmten sich und gaben sich gegenseitig einen Kuss auf die Wange.|2
Tom und Maria tranken beide schlückchenweise ihren Tee.|1
Tom und Maria tragen beide einen braunen Hut.|1
Tom und Maria teilten Johannes mit, dass sie das glaubten, was Elke sage.|2
Tom und Maria suchen dich.|1
Tom und Maria stritten sich, wer von beiden die besseren Streiche spiele.|2
Tom und Maria stießen an und tranken von dem Champagner.|2
Tom und Maria sprechen gut Französisch.|1
Tom und Maria spielten Karten.|1
Tom und Maria spielten Dame.|1
Tom und Maria sitzen im Biergarten.|1
Tom und Maria sind zusammen groß geworden.|1
Tom und Maria sind sich nicht grün.|1
Tom und Maria sind schon seit der Grundschule miteinander befreundet.|2
Tom und Maria sind noch nicht lange verheiratet.|1
Tom und Maria sind nicht mehr zusammen.|1
Tom und Maria sind in Rente.|1
Tom und Maria sind in derselben Mannschaft.|1
Tom und Maria sind gestern nach Boston geflogen.|1
Tom und Maria sind ein richtig gutes Gesangsduo.|1
Tom und Maria sind beide schwarzhaarig.|1
Tom und Maria sind beide dreißig.|1
Tom und Maria sehen beide nach oben.|1
Tom und Maria schwimmen gerne zusammen.|1
Tom und Maria schritten, die Angelruten geschultert, den Pfad entlang.|2
Tom und Maria schienen sich sehr zu freuen, einander wiederzusehen.|2
Tom und Maria scheinen sich guter Gesundheit zu erfreuen.|2
Tom und Maria scheinen ihren Streit beendet zu haben.|2
Tom und Maria scheinen bei guter Gesundheit zu sein.|2
Tom und Maria schauten beschämt drein, als Johannes sie beim Küssen erwischte.|2
Tom und Maria saßen auf einer Parkbank.|1
Tom und Maria sahen sich eine Pinguindokumentation an.|1
Tom und Maria sagten, sie hätten den Film schon dreimal gesehen.|2
Tom und Maria sagten, sie hätten Angst.|1
Tom und Maria sagten mir, sie hätten sich geirrt.|2
Tom und Maria sagten Johannes, sie seien soweit.|1
Tom und Maria sagten Johannes, sie seien nicht verheiratet.|2
Tom und Maria sagten Johannes, sie meinten, dass Elke nicht eifersüchtig sei.|2
Tom und Maria sagten Johannes, sie glaubten nicht, Elke sei müde.|2
Tom und Maria sagten Johannes, sie glaubten nicht, Elke habe recht.|2
Tom und Maria sagten Johannes, sie glaubten nicht, dass Elke ehrlich sei.|2
Tom und Maria sagten Johannes, sie glaubten, Elke habe keinen Hunger.|2
Tom und Maria sagten Johannes, sie glaubten, dass Elke keine Angst habe.|2
Tom und Maria sagten Johannes, dass sie nicht verheiratet seien.|2
Tom und Maria sagten Johannes, dass sie nicht glaubten, Elke sei beschäftigt.|2
Tom und Maria sagten Johannes, dass sie nicht glaubten, dass Elke das gerade tue.|2
Tom und Maria sagten Johannes, dass sie nicht glaubten, dass Elke allein sei.|2
Tom und Maria sagten Johannes, dass sie ihn für einen recht guten Tänzer hielten.|2
Tom und Maria sagten Johannes, dass sie glaubten, es würde Elke widerstreben, das zu tun.|2
Tom und Maria sagten Johannes, dass sie Elke herrisch fänden.|2
Tom und Maria sagten Johannes, dass sie demotiviert seien.|2
Tom und Maria sagten Johannes, dass es ihnen gutgehe.|2
Tom und Maria sagten Johannes, dass Elke ihre beste Freundin sei.|2
Tom und Maria sagten Johannes, dass Elke ihnen nicht verdächtig vorkomme.|2
Tom und Maria radeln gern.|1
Tom und Maria radeln gern.|1
Tom und Maria passten abwechselnd auf Johannes auf.|1
Tom und Maria neckten sich.|1
Tom und Maria neckten sich.|1
Tom und Maria mieteten sich ein Haus am Meer.|2
Tom und Maria meinten, sie seien froh, das getan zu haben.|2
Tom und Maria machen sich in der Küche etwas zu essen.|2
Tom und Maria kennen sich nicht.|1
Tom und Maria hielten an und nahmen einen Autostopper mit.|2
Tom und Maria hatten ein Zimmer mit zwei Betten gebucht; als sie aber im Hotel ankamen, war nur ein Bett vorhanden.|3
Tom und Maria hatten Angst, von der Polizei erwischt zu werden.|2
Tom und Maria haben wenig Geld; daher essen sie nur selten außer Hauses.|2
Tom und Maria haben sich mehr als einmal geküsst.|2
Tom und Maria haben sich bereit erklärt, das für uns zu tun.|2
Tom und Maria haben Johannes gesagt, sie täten das gern.|2
Tom und Maria haben Johannes gesagt, sie seien hungrig.|2
Tom und Maria haben Johannes gesagt, dass sie müde sind.|2
Tom und Maria haben Johannes gesagt, dass sie interessiert sind.|2
Tom und Maria haben Johannes gesagt, dass sie durstig sind.|2
Tom und Maria haben Johannes gesagt, dass es ihnen peinlich sei.|2
Tom und Maria haben Hockey gespielt.|1
Tom und Maria haben heute Hochzeitstag.|1
Tom und Maria haben gerade erst letztes Jahr geheiratet.|2
Tom und Maria haben euch bestimmt nicht vergessen.|1
Tom und Maria haben das früher oft zusammen gemacht.|2
Tom und Maria glauben, dabei ohne deine Hilfe auszukommen.|2
Tom und Maria gingen zusammen nach draußen, um die Tiere zu füttern.|2
Tom und Maria gingen, obzwar es regnete, spazieren.|1
Tom und Maria gingen nebeneinander her.|1
Tom und Maria gingen nach draußen.|1
Tom und Maria genossen ein romantisches Picknick am Fluss.|2
Tom und Maria gehen am Strand spazieren.|1
Tom und Maria fuhren zum Planetarium.|1
Tom und Maria führen eine Fernbeziehung: er wohnt in Hannover, sie in Berlin, und am Wochenende treffen sie sich.|2
Tom und Maria fühlen sich hier nicht wohl.|1
Tom und Maria fingen sofort an, sich zu küssen, als das Licht ausging.|2
Tom und Maria erzählten Johannes, dass sie Elke gebeten hätten, ihm das beizubringen.|2
Tom und Maria erörterten das Für und Wider einer Mindestlohnerhöhung.|2
Tom und Maria bauen draußen einen Schneemann.|1
Tom und Maria bauen draußen einen Schneemann.|1
Tom und Maria backen gemeinsam einen Kuchen.|1
Tom und Maria backen gemeinsam einen Kuchen.|1
Tom und Maria ähneln sich überhaupt nicht.|1
Tom und Johannes sind die Söhne Marias.|1
Tom und ich werden nach Boston gehen.|1
Tom und ich werden heiraten.|1
Tom und ich werden das tun.|1
Tom und ich teilen uns ein Zimmer.|1
Tom und ich suchen nach Maria.|1
Tom und ich saßen im Zug nebeneinander.|1
Tom und ich müssen los.|1
Tom und ich haben zusammen Kaffee getrunken.|1
Tom und ich haben uns den ganzen Tag lang unterhalten.|2
Tom und ich haben keine Gemeinsamkeiten.|1
Tom und ich arbeiten manchmal zusammen.|1
Tom und ich arbeiten im selben Büro.|1
Tom und Anne sind schon seit der Grundschule miteinander befreundet.|2
Tom übersetzt dieses Buch in neun verschiedene Sprachen.|1
Tom überquerte den Atlantischen Ozean.|1
Tom überprüfte, ob Marias Name auf der Liste stand.|2
Tom überprüfte, ob Marias Name auf der Liste stand.|2
Tom überlegt, ob er in eine Holzhütte irgendwo im Nirgendwo ziehen soll.|2
Tom überlegt, ob er in eine Holzhütte irgendwo im Nirgendwo ziehen soll.|2
Tom überkam plötzlich ein Hungergefühl.|1
Tom tut nichts, ohne vorher Maria zu fragen, ob sie einverstanden ist.|2
Tom tut mir beinahe leid.|1
Tom tut das schon seit drei Jahren.|1
Tom trug Maria den Koffer aufs Zimmer.|1
Tom trug keinen Hut.|1
Tom trug keinen Helm.|1
Tom trug für einige Monaten eine Halskrause, nachdem sich er bei einem Autounfall eine Peitschenschlagverletzung zugezogen hatte.|2
Tom trocknete seine Tränen.|1
Tom trinkt Tee und Mary trinkt Kaffee.|1
Tom trinkt Tee und Mary trinkt Kaffee.|1
Tom trinkt Tee, aber Mary trinkt Kaffee.|1
Tom trinkt morgens lieber Tee als Kaffee.|1
Tom trinkt morgens eine Tasse Tee oder Kaffee.|1
Tom trinkt morgens eine Tasse Tee oder Kaffee.|1
Tom trinkt keinen Saft.|1
Tom trinkt keinen kalten Tee.|1
Tom trinkt gerne Wodka.|1
Tom trinkt gerne Cognac.|1
Tom trinkt gerade sein drittes Bier.|1
Tom trinkt fast jeden Tag.|1
Tom trieb es zu weit.|1
Tom traute Maria überhaupt nicht.|1
Tom träumt oft von seiner Freundin.|1
Tom trat von der Tür weg.|1
Tom trat voll auf die Bremse.|1
Tom trat uns bei.|1
Tom tränten die Augen beim Zwiebelschneiden.|1
Tom trank einen Schluck Tee, um sich zu beruhigen.|2
Tom trank einen Schluck Kaffee.|1
Tom trägt nur Markenkleidung.|1
Tom trägt nie einen Hut.|1
Tom trägt neue Schuhe.|1
Tom trägt jemandes anderen Mantel.|1
Tom trägt jemandes anderen Mantel.|1
Tom trägt im Haus nicht gerne eine Hose.|1
Tom trägt heute einen blauen Pullover.|1
Tom trägt fast jeden Tag einen Anzug.|1
Tom trägt eine Sonnenbrille.|1
Tom trägt eine Salbe auf seine Wunde auf.|1
Tom trägt einen fremden Mantel.|1
Tom trägt einen fremden Mantel.|1
Tom trägt den Mantel von jemand anderem.|1
Tom trägt den Mantel von jemand anderem.|1
Tom trägt dasselbe wie gestern.|1
Tom traf sich nach der Schule mit seinen Freunden.|2
Tom traf kurz vor dem Mittagessen hier ein, Maria einige Stunden später.|2
Tom traf eine weise Entscheidung.|1
Tom tötet keine Tiere.|1
Tom tötet keine Tiere.|1
Tom tötete einen Bären.|1
Tom? Tom Hansen?“ – Ebender.“|1
Tom teilte seinen Schokoriegel mit Mary.|1
Tom teilte sein Brot mit Maria.|1
Tom tauscht die Handtücher im Badezimmer aus.|1
Tom tat so, als wüsste er, was geschah.|1
Tom tat so, als wäre er schwerhörig.|1
Tom tat so, als sähe er nicht, was passierte.|2
Tom tat so, als hörte er zu.|1
Tom tat so, als hörte er zu.|1
Tom tat sich Salat auf den Teller.|1
Tom tat sich Milch in den Tee.|1
Tom tat nichts anderes, außer den ganzen Tag lang fernzusehen.|2
Tom tat es mit einem Lachen ab.|1
Tom tat es aus Pflichtgefühl.|1
Tom tat alles Erdenkliche, um die Flitterwochen unvergesslich zu machen.|2
Toms Zimmer ist leer.|1
Toms Worte waren wie ein Schuss ins Herz.|1
Toms Wohnung ist zwar klein, doch sehr gemütlich.|1
Tom sucht seine Schuhe.|1
Tom sucht seine Geldbörse.|1
Tom sucht einen Bleistift.|1
Tom sucht eine größere Wohnung.|1
Tom studiert Philosophie an der Uni.|1
Tom streicht die Wand mit blauer Farbe.|1
Tom stopfte einen Lappen ins Loch.|1
Tom stopfte das Geld in seine Tasche.|1
Toms Töchter sind alle drei hübsch.|1
Tom stieß sich den Kopf.|1
Tom stieg in seinen Wagen und fuhr weg.|1
Tom stieg in sein Auto und fuhr schnell davon.|2
Tom stieg in den Zug ein.|1
Tom stieg aus dem Bus und wartete darauf, dass Maria käme, um ihn abzuholen.|2
Toms Temperament ist mit ihm durchgegangen.|1
Tom stellt immer blöde Fragen.|1
Tom stellte sich allen vor.|1
Tom stellte seinen Wagen auf dem freien Parkplatz an Marias Haus ab.|2
Tom stellte mir seine Mitbewohnerin vor.|1
Tom stellte Maria seine Familie vor.|1
Tom stellte Maria mehrere Fragen.|1
Tom stellte keine einzige Frage.|1
Tom stellte den Wecker auf sechs Uhr morgens.|1
Tom stellte alles in Frage.|1
Tom stellt bei sich zu Hause seinen eigenen Wein her.|2
Tom steht um neun Uhr auf.|1
Tom steht um neun Uhr auf.|1
Tom steht um neun Uhr auf.|1
Tom steht nicht im Telefonbuch.|1
Tom steht des Morgens meist vor Sonnenaufgang auf.|1
Tom steht bei Sonnenaufgang auf.|1
Tom starrte uns an.|1
Tom starb letztes Jahr.|1
Tom starb in Marias Armen.|1
Tom starb in der Explosion.|1
Tom starb einen schnellen Tod.|1
Tom starb an Tuberkulose.|1
Tom starb an einem Schlangenbiss.|1
Tom starb am Montagmorgen.|1
Tom stand unter der Dusche.|1
Tom stand sehr nahe bei Maria.|1
Tom stand mitten in der Nacht auf und verzehrte eine ganze Packung Kekse.|2
Tom stand lange vor dem Restaurant, ehe er eintrat.|2
Tom stand auf, woraufhin auch alle anderen aufstanden.|1
Tom stand auf und verließ das Zimmer.|1
Tom stand auf und hinkte eilends davon.|1
Tom stand als dritter auf der Liste.|1
Tom stampfte die Kartoffeln.|1
Tom stahl das Geld.|1
Toms Streich ging zu weit, indem Maria schließlich weinte.|2
Toms Strategie geht auf.|1
Toms Stimme klingt wie die einer Frau.|1
Toms ständige Höflichkeit geht mir auf die Nerven.|1
Toms Spind steht neben Marias.|1
Toms Sohn macht Grimassen.|1
Toms Schwestern sind beide verheiratet.|1
Toms Schweigen überraschte mich.|1
Toms Schluchzen war noch im Nebenzimmer zu hören.|1
Toms Sandburg wurde von dem Sturm zerstört.|1
Toms Sachen riechen nach Rauch.|1
Toms Restaurant ist immer voll.|1
Tom spürte die Gefahr.|1
Tom spürt, dass seine Mannschaft das Spiel gewinnen wird.|2
Tom spülte die Teller ab und stellte sie in den Geschirrspüler.|2
Tom sprüht seinen Garten.|1
Tom spricht zwar kein Französisch; es macht ihm aber Spaß, französischsprachige Bildergeschichten zu lesen.|2
Tom spricht viele Sprachen, darunter auch Französisch.|1
Tom spricht sehr laut.|1
Tom spricht perfekt Deutsch.|1
Tom spricht mit seinen Großeltern Französisch.|1
Tom spricht jeden Tag mit seiner Mutter.|1
Tom spricht immer mit robotischer Präzision.|1
Tom spricht heute Abend mit euch.|1
Tom spricht heute Abend mit dir.|1
Tom spricht genauso gut Englisch wie du.|1
Tom spricht gar kein Französisch.|1
Tom spricht ganz passabel Hindi und Russisch.|1
Tom spricht ebenso gut Englisch wie ihr.|1
Tom spricht ebenso gut Englisch wie ihr.|1
Tom spricht doch Französisch, oder?|1
Tom spricht ausgezeichnet Französisch; mit seinem Englisch aber ist es nicht weit her.|2
Tom spricht amerikanisches Englisch als Muttersprache.|1
Tom sprang über die Hecke.|1
Tom sprach sehr laut.|1
Tom sprach lauter als sonst.|1
Tom sprach in lautem Flüsterton.|1
Tom spielt nur noch sehr selten Klarinette.|1
Tom spielt mit seinem Jo-Jo.|1
Tom spielt in einem der örtlichen Orchester Cello.|1
Tom spielt gern Klavier.|1
Tom spielte mit Maria Karten.|1
Tom spielte im Bühnenstück den Pflaumenbaum.|1
Tom spielte den Hamlet.|1
Tom spielte auf seinem neuen Waldhorn ein altes irisches Lied.|2
Tom spielt dreimal in der Woche Tennis.|1
Tom spielt ausgesprochen gern Gitarre.|1
Tom spendete seinen Gewinn für wohltätige Zwecke.|1
Tom spendete seinen gesamten Gewinn für wohltätige Zwecke.|1
Tom spendete das Preisgeld für wohltätige Zwecke.|1
Tom sollte sich nicht über Marys Hinken lustig machen.|2
Tom sollte sein Zimmer aufräumen.|1
Tom sollte schon längst im Bette sein!|1
Tom sollte Maria nie mehr wiedersehen.|1
Tom sollte jetzt Französisch lernen.|1
Tom sollte gehen und Mary helfen.|1
Tom sollte einen Entschuldigungsbrief schicken.|1
Tom sollte einen besseren Lohn erhalten.|1
Tom soll sofort herkommen!|1
Tom soll operiert werden.|1
Tom soll erst dann Nachtisch bekommen, wenn er seinen Teller leergegessen hat!|2
Toms neuer Hut gefällt mir nicht.|1
Toms Name ließ sich leicht mit Katakana schreiben.|1
Toms Mutter ist cool.|1
Toms Mutter ist am Muttertag gestorben.|1
Toms Miete beträgt dreihundert Dollar im Monat.|1
Toms Machenschaften waren wohl ursächlich dafür.|1
Toms linker Ärmel war zerrissen.|1
Toms linker Ärmel ist zerrissen.|1
Toms Lieblingslied ist Durchgedreht“ von der Musikgruppe Die Eichhörnchen“.|2
Toms Lieblingsdinosaurier ist der Stegosaurus.|1
Toms Lehrerin hat angerufen, um mitzuteilen, dass Tom einige Kinder an der Schule drangsaliert habe.|2
Toms Kinder sprechen nur Französisch.|1
Toms Kinder lernen den Text der Nationalhymne auswendig.|1
Toms Kinder können nur Französisch.|1
Toms Kaffee ist lecker.|1
Tom sitzt zwischen seinen Freunden.|1
Tom sitzt wieder hinter Gittern.|1
Tom sitzt seit Stunden am Flussufer.|1
Tom sitzt den ganzen Tag vor dem Fernseher.|1
Tom singt sehr gerne.|1
Tom sieht wie ein Erwachsener aus.|1
Tom sieht umwerfend gut aus.|1
Tom sieht sich wegen all der Werbung nicht gerne Youtubevideos an.|2
Tom sieht schläfrig aus.|1
Tom sieht nicht glücklich aus.|1
Tom sieht müde aus.|1
Tom sieht Maria fast jeden Tag.|1
Tom sieht krank aus.|1
Tom sieht heute anders aus.|1
Tom sieht gern fern.|1
Tom sieht gerne amerikanische Filme, Maria dagegen europäische.|1
Tom sieht enttäuscht aus.|1
Tom sieht aus wie sein Bruder.|1
Tom sieht aus, als würde er gleich losweinen.|1
Tom sieht aus, als stünde er kurz davor zu weinen.|2
Tom sieht auf Frauen herab.|1
Toms Hund muss nach draußen.|1
Toms Hund griff Mary an.|1
Toms Humor gefällt mir nicht.|1
Toms Hobby ist das Briefmarkensammeln.|1
Toms Haus hat einen Rauchfang.|1
Toms Hauptbeweggrund war ein anderer.|1
Toms Geständnis war schockierend.|1
Toms Geschichte ergab keinen Sinn.|1
Toms Führerschein ist abgelaufen.|1
Toms Führerschein ist abgelaufen.|1
Toms Frechheit ärgerte mich.|1
Toms freche Antwort bewog Maria, ihm eine Ohrfeige zu geben.|2
